PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14484746,SI,SR,87,100,0:00:00,68,100,0:00:00,83,85,0:00:00,63,100,0:00:00,7,15,0:00:00,63,100,46:39:38,70,70,0:00:00,10,10,0:00:00,16,47,0:00:00,73,85,0:00:00,10,10,0:00:00,83,100,0:00:00,64,75,0:00:00,25,25,0:00:00,77,100,0:00:00,48,50,0:00:00,1,10,0:00:00,87,100,0:00:00,57,87,0:00:00,46:39:38,25,25,46:39:38,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14282114,SI,SR,100,100,0:00:00,98,100,0:00:00,76,85,0:00:00,100,100,0:00:00,12,15,0:00:00,97,100,0:00:00,70,70,0:00:00,1,10,0:00:00,41,47,0:00:00,85,85,0:00:00,7,10,0:00:00,89,100,0:00:00,69,75,0:00:00,19,25,0:00:00,100,100,0:00:00,50,50,0:00:00,7,10,0:00:00,99,100,0:00:00,66,87,0:00:00,0:00:00,22,25,0:00:00,71,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14786662,RE,JR,91,100,0:00:00,82,100,0:00:00,61,85,0:00:00,71,100,0:00:00,15,15,0:00:00,82,100,37:27:20,,70,0:00:00,10,10,0:00:00,39,47,0:00:00,64,85,0:00:00,6,10,0:00:00,86,100,0:00:00,69,75,0:00:00,25,25,0:00:00,83,100,0:00:00,41,50,0:00:00,,10,0:00:00,86,100,0:00:00,73,87,0:00:00,37:27:20,18,25,0:00:00,60,75,0:00:00,66,75,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,37:27:20,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00
A14779202,WA,SR,88,100,0:00:00,47,100,0:00:00,70,85,0:00:00,100,100,0:00:00,9,15,0:00:00,98,100,0:00:00,70,70,0:00:00,4,10,0:00:00,33,47,0:00:00,62,85,431:28:41,6,10,0:00:00,95,100,0:00:00,67,75,0:00:00,25,25,0:00:00,99,100,0:00:00,39,50,0:00:00,3,10,0:00:00,93,100,0:00:00,73,87,0:00:00,431:28:41,19,25,0:00:00,66,75,0:00:00,72,75,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14554792,WA,JR,97,100,0:00:00,70,100,0:00:00,58,85,0:00:00,67,100,0:00:00,15,15,0:00:00,86,100,39:55:04,41,70,0:00:00,4,10,0:00:00,34,47,0:00:00,64,85,0:00:00,5,10,0:00:00,100,100,0:00:00,65,75,0:00:00,14,25,0:00:00,77,100,0:00:00,45,50,0:00:00,,10,0:00:00,75,100,0:00:00,50,87,0:00:00,52:13:39,16,25,0:00:00,54,75,0:00:00,60,75,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,52:13:39,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00
A14313679,TH,SR,75,100,0:00:00,99,100,0:00:00,64,85,0:00:00,76,100,268:26:07,10,15,0:00:00,100,100,0:00:00,63,70,0:00:00,7,10,0:00:00,43,47,0:00:00,76,85,0:00:00,4,10,0:00:00,81,100,434:14:10,69,75,0:00:00,19,25,0:00:00,100,100,0:00:00,49,50,0:00:00,5,10,0:00:00,95,100,0:00:00,74,87,0:00:00,702:40:17,20,25,0:00:00,56,75,0:00:00,62,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,434:14:10,9,10,0:00:00,9,10,268:26:07,9,10,0:00:00,9,10,434:14:10,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14169808,WA,JR,91,100,0:00:00,66,100,0:00:00,73,85,0:00:00,94,100,0:00:00,15,15,0:00:00,94,100,42:36:43,,70,0:00:00,,10,0:00:00,42,47,0:00:00,83,85,0:00:00,,10,0:00:00,95,100,0:00:00,66,75,0:00:00,23,25,0:00:00,70,100,0:00:00,26,50,0:00:00,3,10,0:00:00,94,100,0:00:00,66,87,0:00:00,63:51:33,22,25,0:00:00,63,75,0:00:00,69,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,63:51:33,9,10,63:51:33,10,10,0:00:00,10,10,0:00:00,10,10,42:36:43
A14680166,WA,JR,98,100,0:00:00,79,100,0:00:00,53,85,0:00:00,86,100,0:00:00,7,15,0:00:00,92,100,46:30:58,67,70,0:00:00,9,10,0:00:00,46,47,0:00:00,63,85,441:29:10,8,10,0:00:00,79,100,0:00:00,68,75,0:00:00,14,25,0:00:00,,100,0:00:00,50,50,0:00:00,0,10,0:00:00,88,100,0:00:00,50,87,0:00:00,717:23:05,13,25,0:00:00,48,75,0:00:00,54,75,46:30:58,7,10,0:00:00,8,10,0:00:00,7,10,441:29:10,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,6,10,441:29:10,8,10,0:00:00
A14223205,MU,SR,96,100,0:00:00,100,100,0:00:00,81,85,0:00:00,100,100,0:00:00,15,15,0:00:00,89,100,0:00:00,69,70,0:00:00,10,10,0:00:00,42,47,0:00:00,79,85,705:02:27,8,10,0:00:00,95,100,0:00:00,62,75,0:00:00,25,25,0:00:00,97,100,0:00:00,48,50,0:00:00,0,10,0:00:00,98,100,0:00:00,79,87,0:00:00,705:02:27,25,25,0:00:00,74,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14301194,TH,SO,83,100,0:00:00,98,100,0:00:00,53,85,0:00:00,100,100,0:00:00,15,15,0:00:00,100,100,44:52:26,68,70,0:00:00,10,10,0:00:00,47,47,0:00:00,60,85,460:00:56,7,10,0:00:00,88,100,0:00:00,59,75,0:00:00,22,25,0:00:00,68,100,0:00:00,35,50,0:00:00,7,10,0:00:00,88,100,0:00:00,65,87,0:00:00,504:53:22,15,25,0:00:00,51,75,0:00:00,57,75,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00
A14166308,SI,SO,96,100,0:00:00,100,100,0:00:00,56,85,0:00:00,96,100,0:00:00,15,15,0:00:00,97,100,42:05:12,43,70,0:00:00,7,10,0:00:00,41,47,0:00:00,60,85,0:00:00,10,10,0:00:00,92,100,0:00:00,69,75,0:00:00,25,25,0:00:00,80,100,0:00:00,46,50,0:00:00,0,10,24:13:12,100,100,0:00:00,62,87,0:00:00,66:18:24,18,25,0:00:00,55,75,0:00:00,61,75,0:00:00,8,10,24:13:12,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14169808,SI,JR,93,100,0:00:00,77,100,0:00:00,72,85,0:00:00,93,100,0:00:00,13,15,0:00:00,89,100,42:36:43,,70,0:00:00,,10,0:00:00,45,47,0:00:00,83,85,0:00:00,,10,0:00:00,91,100,0:00:00,75,75,0:00:00,18,25,0:00:00,64,100,0:00:00,46,50,0:00:00,0,10,0:00:00,98,100,0:00:00,75,87,0:00:00,63:51:33,22,25,0:00:00,66,75,0:00:00,72,75,0:00:00,10,10,42:36:43,10,10,0:00:00,10,10,42:36:43,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00
A14366857,TH,SR,87,100,0:00:00,91,100,0:00:00,79,85,0:00:00,89,100,0:00:00,11,15,0:00:00,79,100,0:00:00,,70,0:00:00,,10,0:00:00,35,47,0:00:00,53,85,0:00:00,,10,0:00:00,81,100,0:00:00,73,75,0:00:00,,25,0:00:00,18,100,0:00:00,43,50,0:00:00,,10,0:00:00,95,100,0:00:00,62,87,0:00:00,0:00:00,23,25,0:00:00,72,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14046754,SI,JR,91,100,0:00:00,76,100,0:00:00,76,85,0:00:00,98,100,252:33:32,15,15,0:00:00,97,100,0:00:00,70,70,0:00:00,10,10,0:00:00,43,47,0:00:00,68,85,584:31:58,10,10,0:00:00,83,100,0:00:00,75,75,0:00:00,19,25,0:00:00,89,100,244:42:17,40,50,0:00:00,7,10,0:00:00,100,100,0:00:00,73,87,0:00:00,1269:26:53,21,25,252:33:32,74,75,244:42:17,75,75,1269:26:53,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,252:33:32,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14358463,FI,SR,88,100,0:00:00,85,100,0:00:00,65,85,0:00:00,95,100,0:00:00,15,15,0:00:00,100,100,0:00:00,65,70,0:00:00,3,10,0:00:00,32,47,0:00:00,77,85,383:54:33,7,10,0:00:00,86,100,0:00:00,71,75,0:00:00,22,25,0:00:00,80,100,0:00:00,50,50,0:00:00,0,10,0:00:00,90,100,0:00:00,57,87,0:00:00,383:54:33,19,25,0:00:00,61,75,0:00:00,67,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14335976,WA,JR,96,100,0:00:00,80,100,0:00:00,79,85,0:00:00,85,100,0:00:00,15,15,0:00:00,78,100,0:00:00,54,70,0:00:00,8,10,0:00:00,47,47,0:00:00,80,85,0:00:00,5,10,0:00:00,89,100,0:00:00,75,75,0:00:00,25,25,0:00:00,75,100,0:00:00,43,50,0:00:00,0,10,0:00:00,92,100,0:00:00,75,87,0:00:00,0:00:00,21,25,0:00:00,71,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14369624,RE,JR,100,100,0:00:00,77,100,0:00:00,83,85,0:00:00,91,100,0:00:00,15,15,0:00:00,91,100,4:09:52,65,70,0:00:00,10,10,0:00:00,46,47,0:00:00,85,85,0:00:00,10,10,0:00:00,84,100,0:00:00,56,75,0:00:00,25,25,0:00:00,94,100,0:00:00,43,50,0:00:00,0,10,0:00:00,97,100,0:00:00,87,87,0:00:00,4:09:52,25,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,4:09:52
A14881757,WA,SR,75,100,0:00:00,76,100,0:00:00,46,85,0:00:00,72,100,0:00:00,9,15,0:00:00,84,100,0:00:00,28,70,0:00:00,,10,0:00:00,37,47,0:00:00,0,85,0:00:00,9,10,0:00:00,,100,0:00:00,59,75,0:00:00,25,25,0:00:00,49,100,0:00:00,36,50,0:00:00,,10,0:00:00,,100,0:00:00,62,87,0:00:00,0:00:00,13,25,0:00:00,42,75,0:00:00,48,75,0:00:00,6,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,6,10,0:00:00,7,10,0:00:00,7,10,0:00:00,6,10,0:00:00,6,10,0:00:00
A14874081,SI,JR,88,100,0:00:00,78,100,0:00:00,44,85,0:00:00,98,100,0:00:00,10,15,0:00:00,38,100,35:24:07,62,70,0:00:00,1,10,0:00:00,34,47,0:00:00,71,85,0:00:00,,10,0:00:00,89,100,0:00:00,71,75,0:00:00,25,25,0:00:00,92,100,0:00:00,41,50,0:00:00,3,10,0:00:00,69,100,0:00:00,61,87,0:00:00,35:24:07,12,25,0:00:00,41,75,0:00:00,47,75,0:00:00,6,10,0:00:00,6,10,0:00:00,7,10,35:24:07,6,10,0:00:00,7,10,0:00:00,6,10,0:00:00,7,10,0:00:00,6,10,0:00:00,7,10,0:00:00,6,10,0:00:00
A14786662,RE,JR,95,100,0:00:00,78,100,0:00:00,60,85,0:00:00,72,100,0:00:00,11,15,0:00:00,89,100,37:27:20,,70,0:00:00,10,10,0:00:00,43,47,0:00:00,68,85,0:00:00,10,10,0:00:00,100,100,0:00:00,75,75,0:00:00,22,25,0:00:00,69,100,0:00:00,42,50,0:00:00,,10,0:00:00,86,100,0:00:00,64,87,0:00:00,37:27:20,17,25,0:00:00,57,75,0:00:00,63,75,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00
A14226639,WA,JR,100,100,0:00:00,89,100,0:00:00,69,85,0:00:00,99,100,0:00:00,9,15,0:00:00,81,100,267:41:00,,70,0:00:00,,10,0:00:00,29,47,0:00:00,48,85,0:00:00,,10,0:00:00,87,100,0:00:00,75,75,0:00:00,22,25,0:00:00,65,100,0:00:00,50,50,0:00:00,0,10,0:00:00,87,100,0:00:00,53,87,0:00:00,289:01:02,20,25,0:00:00,67,75,0:00:00,73,75,0:00:00,9,10,289:01:02,9,10,0:00:00,9,10,289:01:02,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,289:01:02
A14280974,WA,SR,94,100,0:00:00,96,100,0:00:00,82,85,0:00:00,92,100,0:00:00,8,15,0:00:00,96,100,0:00:00,70,70,0:00:00,10,10,0:00:00,47,47,0:00:00,83,85,0:00:00,1,10,0:00:00,85,100,0:00:00,67,75,0:00:00,25,25,0:00:00,86,100,0:00:00,49,50,0:00:00,0,10,0:00:00,80,100,0:00:00,79,87,0:00:00,0:00:00,24,25,0:00:00,74,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14484746,WA,SR,77,100,0:00:00,77,100,0:00:00,79,85,0:00:00,78,100,0:00:00,4,15,0:00:00,65,100,46:39:38,70,70,0:00:00,10,10,0:00:00,21,47,0:00:00,76,85,0:00:00,10,10,0:00:00,83,100,0:00:00,65,75,0:00:00,18,25,0:00:00,75,100,0:00:00,42,50,0:00:00,0,10,0:00:00,85,100,0:00:00,51,87,0:00:00,46:39:38,23,25,0:00:00,73,75,0:00:00,75,75,0:00:00,10,10,46:39:38,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14721419,RE,JR,100,100,0:00:00,86,100,0:00:00,72,85,0:00:00,88,100,252:56:22,15,15,0:00:00,88,100,0:00:00,70,70,0:00:00,10,10,0:00:00,47,47,0:00:00,85,85,0:00:00,10,10,0:00:00,95,100,382:51:44,68,75,0:00:00,25,25,0:00:00,88,100,0:00:00,45,50,0:00:00,0,10,0:00:00,90,100,0:00:00,68,87,0:00:00,780:01:28,21,25,0:00:00,66,75,0:00:00,72,75,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,382:51:44,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,252:56:22
A14858657,WA,JR,94,100,0:00:00,17,100,0:00:00,60,85,0:00:00,57,100,0:00:00,4,15,0:00:00,65,100,45:29:08,62,70,0:00:00,,10,0:00:00,47,47,0:00:00,56,85,0:00:00,,10,0:00:00,88,100,0:00:00,47,75,0:00:00,21,25,0:00:00,80,100,0:00:00,28,50,0:00:00,3,10,0:00:00,89,100,0:00:00,79,87,0:00:00,244:19:39,17,25,0:00:00,60,75,244:19:39,66,75,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,244:19:39,8,10,0:00:00,9,10,0:00:00
A14819404,TH,SO,99,100,0:00:00,96,100,0:00:00,76,85,0:00:00,91,100,0:00:00,9,15,0:00:00,100,100,0:00:00,55,70,0:00:00,10,10,0:00:00,37,47,0:00:00,85,85,0:00:00,2,10,0:00:00,58,100,0:00:00,69,75,0:00:00,25,25,0:00:00,87,100,0:00:00,50,50,0:00:00,0,10,0:00:00,90,100,0:00:00,71,87,0:00:00,0:00:00,22,25,0:00:00,73,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14000225,SI,SR,,100,0:00:00,,100,0:00:00,,85,0:00:00,,100,0:00:00,,15,0:00:00,,100,0:00:00,,70,0:00:00,,10,0:00:00,,47,0:00:00,,85,0:00:00,,10,0:00:00,,100,0:00:00,,75,0:00:00,,25,0:00:00,,100,0:00:00,,50,0:00:00,,10,0:00:00,,100,0:00:00,,87,0:00:00,0:00:00,,25,0:00:00,,75,0:00:00,,75,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00,,10,0:00:00
A14200310,SI,JR,71,100,0:00:00,100,100,0:00:00,67,85,0:00:00,72,100,0:00:00,13,15,0:00:00,88,100,37:01:46,46,70,0:00:00,10,10,0:00:00,31,47,0:00:00,53,85,743:34:05,6,10,0:00:00,84,100,0:00:08,66,75,0:00:00,20,25,0:00:00,77,100,0:00:00,50,50,0:00:00,6,10,0:00:00,98,100,0:00:00,59,87,0:00:00,780:35:59,19,25,780:35:59,55,75,0:00:00,61,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:08,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14155244,TH,JR,69,100,0:00:00,53,100,0:00:00,62,85,0:00:00,68,100,0:00:00,9,15,0:00:00,99,100,0:00:00,39,70,0:00:00,6,10,0:00:00,45,47,0:00:00,57,85,0:00:00,,10,0:00:00,100,100,0:00:00,55,75,0:00:00,12,25,0:00:00,67,100,0:00:00,43,50,0:00:00,0,10,0:00:00,86,100,0:00:00,67,87,0:00:00,0:00:00,19,25,0:00:00,57,75,0:00:00,63,75,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,8,10,0:00:00
A14883274,RE,JR,90,100,0:00:00,54,100,0:00:00,72,85,0:00:00,90,100,0:00:00,11,15,0:00:00,97,100,0:00:00,64,70,0:00:00,7,10,0:00:00,38,47,0:00:00,73,85,645:24:50,9,10,0:00:00,91,100,0:00:00,72,75,0:00:00,25,25,0:00:00,91,100,0:00:00,47,50,0:00:00,0,10,0:00:00,82,100,0:00:00,70,87,0:00:00,669:12:21,22,25,0:00:00,75,75,0:00:00,75,75,0:00:00,9,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,9,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14318841,WA,SR,94,100,0:00:00,73,100,0:00:00,80,85,0:00:00,82,100,0:00:00,14,15,0:00:00,79,100,0:00:00,47,70,0:00:00,2,10,0:00:00,42,47,0:00:00,71,85,385:47:30,1,10,0:00:00,83,100,0:00:00,73,75,0:00:00,22,25,0:00:00,81,100,0:00:00,50,50,0:00:00,0,10,0:00:00,82,100,0:00:00,75,87,0:00:00,385:47:30,22,25,0:00:00,72,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14162943,WA,JR,68,100,0:00:00,30,100,0:00:00,54,85,0:00:00,81,100,0:00:00,0,15,0:00:00,72,100,47:42:33,58,70,0:00:00,9,10,0:00:00,20,47,0:00:00,72,85,0:00:00,10,10,0:00:00,54,100,0:00:00,73,75,0:00:00,25,25,0:00:00,34,100,0:00:00,45,50,0:00:00,2,10,0:00:00,74,100,0:00:00,67,87,0:00:00,93:16:10,16,25,0:00:00,51,75,0:00:00,57,75,0:00:00,7,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00
A14647586,RE,SR,83,100,0:00:00,61,100,0:00:00,69,85,0:00:00,89,100,0:00:00,15,15,0:00:00,100,100,47:40:33,62,70,0:00:00,,10,0:00:00,33,47,0:00:00,69,85,0:00:00,,10,0:00:00,86,100,0:00:00,58,75,0:00:00,3,25,0:00:00,68,100,0:00:00,31,50,0:00:00,,10,0:00:00,76,100,0:00:00,67,87,0:00:00,92:04:41,20,25,92:04:41,60,75,0:00:00,66,75,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,92:04:41,10,10,0:00:00,9,10,92:04:41,9,10,92:04:41,10,10,47:40:33,9,10,92:04:41,9,10,0:00:00,9,10,0:00:00
A14668925,WA,JR,89,100,0:00:00,63,100,0:00:00,48,85,0:00:00,74,100,0:00:00,6,15,0:00:00,99,100,0:00:00,68,70,0:00:00,,10,0:00:00,39,47,0:00:00,68,85,0:00:00,,10,0:00:00,67,100,0:00:00,75,75,0:00:00,16,25,0:00:00,32,100,0:00:00,36,50,0:00:00,3,10,0:00:00,87,100,0:00:00,64,87,0:00:00,0:00:00,13,25,0:00:00,45,75,0:00:00,51,75,0:00:00,6,10,0:00:00,7,10,0:00:00,7,10,0:00:00,7,10,0:00:00,8,10,0:00:00,7,10,0:00:00,7,10,0:00:00,6,10,0:00:00,7,10,0:00:00,7,10,0:00:00
A14315875,SI,JR,99,100,0:00:00,89,100,0:00:00,66,85,0:00:00,91,100,0:00:00,6,15,0:00:00,81,100,0:00:00,70,70,0:00:00,10,10,0:00:00,34,47,0:00:00,77,85,0:00:00,7,10,0:00:00,82,100,0:00:00,67,75,0:00:00,22,25,0:00:00,97,100,257:20:17,37,50,0:00:00,7,10,0:00:00,100,100,0:00:00,81,87,0:00:00,257:21:00,18,25,257:20:17,62,75,0:00:00,68,75,257:20:17,9,10,257:21:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00,9,10,0:00:00
A14680166,SI,JR,90,100,0:00:00,91,100,0:00:00,54,85,0:00:00,78,100,0:00:00,12,15,0:00:00,95,100,46:30:58,69,70,0:00:00,7,10,0:00:00,37,47,0:00:00,56,85,441:29:10,10,10,0:00:00,78,100,0:00:00,75,75,0:00:00,20,25,0:00:00,,100,0:00:00,50,50,0:00:00,4,10,0:00:00,100,100,0:00:00,54,87,0:00:00,717:23:05,14,25,0:00:00,47,75,0:00:00,53,75,0:00:00,8,10,0:00:00,7,10,441:29:10,8,10,0:00:00,8,10,441:29:10,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,7,10,0:00:00,8,10,0:00:00,9,10,0:00:00
A14046754,RE,JR,84,100,0:00:00,87,100,0:00:00,84,85,0:00:00,99,100,252:33:32,11,15,0:00:00,93,100,0:00:00,70,70,0:00:00,10,10,0:00:00,47,47,0:00:00,71,85,584:31:58,8,10,0:00:00,89,100,0:00:00,71,75,0:00:00,25,25,0:00:00,92,100,244:42:17,50,50,0:00:00,0,10,0:00:00,91,100,0:00:00,68,87,0:00:00,1269:26:53,24,25,0:00:00,75,75,0:00:00,75,75,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,584:31:58,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00,10,10,0:00:00
A14327063,FI,SR,80,100,0:00:00,43,100,0:00:00,60,85,0:00:00,95,100,0:00:00,14,15,0:00:00,,100,0:00:00,28,70,0:00:00,,10,0:00:00,32,47,0:00:00,78,85,0:00:00,,10,0:00:00,81,100,0:00:00,69,75,0:00:00,24,25,0:00:00,62,100,453:54:49,35,50,0:00:00,,10,0:00:00,88,100,0:00:00,74,87,0:00:00,644:57:10,17,25,644:57:10,58,75,644:57:10,64,75,644:57:10,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,8,10,0:00:00,8,10,0:00:00,8,10,0:00:00,9,10,0:00:00,7,10,0:00:00,8,10,644:57:10,8,10,0:00:00
